,Position,Edge,Path,Total
0,1728,1107,351,3186
1,1731,1106,354,3191
2,1734,1104,354,3192
3,1747,1113,354,3214
4,1764,1123,347,3234
5,1764,1125,347,3236
6,1770,1126,345,3241
7,1767,1125,345,3237
8,1766,1125,346,3237
9,1776,1126,345,3247
10,1755,1112,345,3212
11,1732,1095,349,3176
12,1731,1101,347,3179
13,1749,1111,342,3202
14,1756,1109,340,3205
15,1754,1106,339,3199
16,1750,1097,340,3187
17,1747,1095,342,3184
18,1750,1101,344,3195
19,1748,1100,343,3191
20,1743,1100,345,3188
21,1743,1100,344,3187
22,1735,1110,344,3189
23,1725,1119,342,3186
24,1718,1117,342,3177
25,1720,1117,341,3178
26,1717,1118,341,3176
27,1700,1114,346,3160
28,1706,1115,345,3166
29,1703,1117,342,3162
30,1713,1116,339,3168
31,1705,1117,343,3165
32,1706,1115,341,3162
33,1700,1104,345,3149
34,1685,1102,344,3131
35,1685,1104,345,3134
36,1675,1096,348,3119
37,1672,1097,344,3113
38,1663,1093,346,3102
39,1660,1094,346,3100
40,1654,1096,344,3094
41,1655,1095,344,3094
42,1653,1093,344,3090
43,1673,1100,342,3115
44,1666,1097,345,3108
45,1657,1094,344,3095
46,1665,1097,340,3102
47,1668,1095,340,3103
48,1677,1105,338,3120
49,1687,1110,334,3131
50,1688,1110,331,3129
51,1688,1108,331,3127
52,1696,1114,329,3139
53,1690,1115,328,3133
54,1675,1104,331,3110
55,1674,1107,330,3111
56,1673,1106,330,3109
57,1695,1117,329,3141
58,1696,1110,331,3137
59,1698,1109,331,3138
60,1694,1113,331,3138
61,1683,1111,331,3125
62,1678,1113,331,3122
63,1662,1103,332,3097
64,1659,1097,333,3089
65,1664,1096,332,3092
66,1664,1101,331,3096
67,1670,1101,329,3100
68,1686,1111,321,3118
69,1676,1108,321,3105
70,1669,1107,320,3096
71,1668,1106,319,3093
72,1646,1091,324,3061
73,1659,1089,321,3069
74,1655,1088,321,3064
75,1657,1087,321,3065
76,1665,1089,319,3073
77,1663,1089,319,3071
78,1669,1108,313,3090
79,1673,1111,311,3095
80,1659,1101,314,3074
81,1658,1097,314,3069
82,1661,1100,312,3073
83,1686,1103,307,3096
84,1667,1103,307,3077
85,1667,1101,306,3074
86,1662,1096,307,3065
87,1657,1091,307,3055
88,1660,1089,305,3054
89,1655,1089,305,3049
90,1650,1093,304,3047
91,1648,1083,303,3034
92,1644,1079,303,3026
93,1646,1073,302,3021
94,1643,1071,301,3015
95,1648,1077,297,3022
96,1646,1067,292,3005
97,1643,1066,294,3003
98,1642,1063,293,2998
99,1646,1066,292,3004
100,1648,1065,292,3005
101,1642,1071,291,3004
102,1658,1082,288,3028
103,1659,1080,290,3029
104,1658,1079,289,3026
105,1656,1080,288,3024
106,1655,1079,287,3021
107,1657,1069,285,3011
108,1648,1064,286,2998
109,1644,1060,288,2992
110,1626,1056,288,2970
111,1605,1048,290,2943
112,1603,1042,290,2935
113,1604,1048,288,2940
114,1603,1044,283,2930
115,1591,1046,282,2919
116,1590,1046,282,2918
117,1590,1046,281,2917
118,1593,1044,281,2918
119,1593,1048,280,2921
120,1591,1040,280,2911
121,1583,1037,280,2900
122,1591,1041,276,2908
123,1581,1042,276,2899
124,1581,1044,273,2898
125,1574,1041,270,2885
126,1586,1052,266,2904
